Prescription Drug Name,Drug Tier,Coverage Requirements and Limits
hydrocortisone oral tablet,Tier 1,
methylprednisolone oral tablet,Tier 1,
methylprednisolone oral tablet therapy pack,Tier 1,
prednisolone oral solution,Tier 1,
prednisolone oral syrup,Tier 1,
prednisolone sodium phosphate oral solution,Tier 1,
prednisone oral solution,Tier 1,
prednisone oral tablet,Tier 1,
prednisone oral tablet therapy pack,Tier 1,
fludrocortisone acetate oral tablet,Tier 1,
benzonatate oral capsule,Tier 1,
hydrocodone-homatropine oral syrup,Tier 1,
hydromet oral syrup,Tier 1,
cheratussin ac oral syrup,Tier 1,PA
g tussin ac oral solution,Tier 1,PA
guaiatussin ac oral syrup,Tier 1,PA
guaifenesin ac oral syrup,Tier 1,PA
guaifenesin-codeine oral solution,Tier 1,PA
virtussin a/c oral solution,Tier 1,PA
promethazine vc oral syrup,Tier 1,
promethazine-phenylephrine oral syrup,Tier 1,
acetylcysteine inhalation solution,Tier 2,
promethazine-dm oral syrup,Tier 1,
pseudoeph-bromphen-dm (Bromfed Dm Oral Syrup),Tier 1,
pseudoeph-bromphen-dm oral syrup,Tier 1,
hydrocod polst-cpm polst er oral suspension extended release,Tier 1,
promethazine-codeine oral solution,Tier 1,PA
promethazine-codeine oral syrup,Tier 1,PA
TUZISTRA XR ORAL SUSPENSION EXTENDED RELEASE (codeine polst-chlorphen polst),Tier 3,PA
promethazine vc/codeine oral syrup,Tier 1,PA
promethazine-phenyleph-codeine oral syrup,Tier 1,PA
IBRANCE ORAL CAPSULE (palbociclib),Tier 4; OC,PA; SP; LD; QL (1 capsule per 1 day)
clindamycin phosphate (Clindacin Etz External Swab),Tier 1,
clindamycin phosphate (Clindacin-P External Swab),Tier 1,
clindamycin phosphate external foam,Tier 1,
clindamycin phosphate external gel,Tier 1,
clindamycin phosphate external lotion,Tier 1,
clindamycin phosphate external solution,Tier 1,
clindamycin phosphate external swab,Tier 1,
dapsone external gel,Tier 2,
ery external pad,Tier 1,
erythromycin external gel,Tier 1,
erythromycin external solution,Tier 1,
sulfacetamide sodium (acne) external lotion,Tier 1,
adapalene-benzoyl peroxide external gel,Tier 2,
benzoyl peroxide-erythromycin external gel,Tier 1,
bp 10-1 external emulsion,Tier 1,
bp cleansing wash external emulsion,Tier 1,
clindamycin phos-benzoyl perox external gel,Tier 1,
sss 10-5 external cream,Tier 1,
sss 10-5 external foam,Tier 1,
sulfacetamide sodium-sulfur external cream,Tier 1,
sulfacetamide sodium-sulfur external emulsion,Tier 1,
sulfacetamide sodium-sulfur external liquid,Tier 1,
sulfacetamide sodium-sulfur external lotion,Tier 1,
sulfacetamide sodium-sulfur external pad,Tier 1,
sulfacetamide sodium-sulfur external suspension,Tier 1,
sulfacetamide sod-sulfur wash external kit,Tier 1,
sulfacetamide-sulfur in urea external emulsion,Tier 2,
sulfamez wash external emulsion,Tier 1,
adapalene external cream,Tier 1,
adapalene external gel,Tier 1,
isotretinoin (Amnesteem Oral Capsule),Tier 2,PA
tretinoin (Avita External Cream),Tier 1,PA
benzoyl peroxide external foam,Tier 1,
benzoyl peroxide external gel,Tier 1,
bpo foaming cloths external,Tier 1,
isotretinoin (Claravis Oral Capsule),Tier 2,PA
tretinoin external cream,Tier 1,PA
tretinoin external gel,Tier 1,PA
isotretinoin (Zenatane Oral Capsule),Tier 2,PA
VEREGEN EXTERNAL OINTMENT (sinecatechins),Tier 3,
tretinoin (emollient) external cream,Tier 1,PA
CORTISPORIN EXTERNAL OINTMENT (bacit-poly-neo hc),Tier 1,
ALTABAX EXTERNAL OINTMENT (retapamulin),Tier 3,
mupirocin external ointment,Tier 1,
clotrimazole-betamethasone external cream,Tier 1,
clotrimazole-betamethasone external lotion,Tier 1,
nystatin-triamcinolone external cream,Tier 1,
nystatin-triamcinolone external ointment,Tier 1,
ciclopirox external gel,Tier 1,
ciclopirox external shampoo,Tier 1,
ciclopirox external solution,Tier 1,
ciclopirox olamine external cream,Tier 1,
ciclopirox olamine external suspension,Tier 1,
nystatin (Nyamyc External Powder),Tier 1,
nystatin external cream,Tier 1,
nystatin external ointment,Tier 1,
nystatin external powder,Tier 1,
nystatin (Nystop External Powder),Tier 1,
diclofenac sodium transdermal gel,Tier 2,QL (1000 grams per 30 days)
fluorouracil external cream,Tier 1,QL (40 grams per 365 days)
fluorouracil external solution,Tier 1,QL (10 mL per 365 days)
acitretin oral capsule,Tier 2,
methoxsalen rapid oral capsule,Tier 2; OC,SP
calcipotriene external cream,Tier 1,
calcipotriene external ointment,Tier 1,
calcipotriene external solution,Tier 1,
calcipotriene (Calcitrene External Ointment),Tier 2,
sodium sulfacetamide wash external liquid,Tier 2,
selenium sulfide external lotion,Tier 1,
selenium sulfide external shampoo,Tier 1,
sodium sulfacetamide external shampoo,Tier 1,
sulfacetamide sodium external gel,Tier 1,
sulfacetamide sodium external liquid,Tier 1,
silver sulfadiazine external cream,Tier 1,
silver sulfadiazine (Ssd External Cream),Tier 1,
silver sulfadiazine (Thermazene External Cream),Tier 1,
alclometasone dipropionate external cream,Tier 1,
alclometasone dipropionate external ointment,Tier 1,
amcinonide external cream,Tier 1,
amcinonide external lotion,Tier 1,
amcinonide external ointment,Tier 2,
fluticasone propionate (Beser External Lotion),Tier 1,
betamethasone dipropionate aug external cream,Tier 1,
betamethasone dipropionate aug external gel,Tier 1,
betamethasone dipropionate aug external lotion,Tier 1,
betamethasone dipropionate aug external ointment,Tier 1,
betamethasone dipropionate external cream,Tier 1,
betamethasone dipropionate external lotion,Tier 1,
betamethasone dipropionate external ointment,Tier 1,
betamethasone valerate external cream,Tier 1,
betamethasone valerate external foam,Tier 1,
betamethasone valerate external lotion,Tier 1,
betamethasone valerate external ointment,Tier 1,
clobetasol prop emollient base external cream,Tier 1,
clobetasol propionate e external cream,Tier 1,
clobetasol propionate emulsion external foam,Tier 1,
clobetasol propionate external cream,Tier 1,
clobetasol propionate external foam,Tier 1,
clobetasol propionate external gel,Tier 1,
clobetasol propionate external lotion,Tier 1,
clobetasol propionate external ointment,Tier 1,
clobetasol propionate external shampoo,Tier 1,
clobetasol propionate external solution,Tier 1,
clocortolone pivalate external cream,Tier 1,
clobetasol propionate (Clodan External Shampoo),Tier 1,
desonide external cream,Tier 1,
desonide external lotion,Tier 1,
desonide external ointment,Tier 1,
desoximetasone external cream,Tier 1,
desoximetasone external gel,Tier 1,
desoximetasone external ointment,Tier 1,
diflorasone diacetate external cream,Tier 1,
diflorasone diacetate external ointment,Tier 1,
fluocinolone acetonide body external oil,Tier 1,
fluocinolone acetonide external cream,Tier 1,
fluocinolone acetonide external ointment,Tier 1,
fluocinolone acetonide external solution,Tier 1,
fluocinolone acetonide scalp external oil,Tier 1,
fluocinonide emulsified base external cream,Tier 1,
fluocinonide external cream,Tier 1,
fluocinonide external gel,Tier 1,
fluocinonide external ointment,Tier 1,
fluocinonide external solution,Tier 1,
flurandrenolide external cream,Tier 2,
flurandrenolide external lotion,Tier 2,
flurandrenolide external ointment,Tier 2,
fluticasone propionate external cream,Tier 1,
fluticasone propionate external lotion,Tier 1,
fluticasone propionate external ointment,Tier 1,
halcinonide external cream,Tier 1,
halobetasol propionate external cream,Tier 1,
halobetasol propionate external ointment,Tier 1,
HALOG EXTERNAL CREAM (halcinonide),Tier 1,
HALOG EXTERNAL OINTMENT (halcinonide),Tier 1,
hydrocortisone butyr lipo base external cream,Tier 1,
hydrocortisone butyrate external cream,Tier 1,
hydrocortisone butyrate external lotion,Tier 1,
hydrocortisone butyrate external ointment,Tier 1,
hydrocortisone butyrate external solution,Tier 1,
hydrocortisone external cream,Tier 1,
hydrocortisone external lotion,Tier 1,
hydrocortisone external ointment,Tier 1,
hydrocortisone valerate external cream,Tier 1,
hydrocortisone valerate external ointment,Tier 1,
mometasone furoate external cream,Tier 1,
mometasone furoate external ointment,Tier 1,
mometasone furoate external solution,Tier 1,
prednicarbate external cream,Tier 1,
prednicarbate external ointment,Tier 1,
clobetasol propionate emulsion (Tovet External Foam),Tier 1,
triamcinolone acetonide external cream,Tier 1,
triamcinolone acetonide external lotion,Tier 1,
"triamcinolone acetonide external ointment 0.025 %, 0.1 %, 0.5 %",Tier 1,
triamcinolone acetonide external ointment 0.05 %,Tier 2,
triamcinolone acetonide (Trianex External Ointment),Tier 2,
triamcinolone acetonide (Triderm External Cream),Tier 1,
ammonium lactate external cream,Tier 1,
ammonium lactate external lotion,Tier 1,
clotrimazole af external cream,Tier 1,
clotrimazole anti-fungal external cream,Tier 1,
clotrimazole external cream,Tier 1,
clotrimazole external solution,Tier 1,
CLOTRIMAZOLE GRX EXTERNAL CREAM (clotrimazole),Tier 1,
cvs clotrimazole external cream,Tier 1,
cvs clotrimazole external solution,Tier 1,
econazole nitrate external cream,Tier 1,
ketoconazole external cream,Tier 1,
ketoconazole external foam,Tier 1,
ketoconazole external shampoo,Tier 1,
kp clotrimazole external cream,Tier 1,
qc clotrimazole external cream,Tier 1,
ra clotrimazole external cream,Tier 1,
tgt clotrimazole external cream,Tier 1,
imiquimod external cream,Tier 1,PA; QL (48 packets per 365 days)
podofilox external solution,Tier 1,
salicylic acid external cream,Tier 1,
salicylic acid external foam,Tier 1,
salicylic acid external gel,Tier 1,
salicylic acid external lotion,Tier 1,
salicylic acid external shampoo,Tier 1,
salicylic acid external solution,Tier 1,
salicylic acid wart remover external liquid,Tier 1,
pimecrolimus external cream,Tier 1,PA
tacrolimus external ointment,Tier 1,PA
azelaic acid external gel,Tier 2,
doxycycline oral capsule delayed release,Tier 2,PA
metronidazole external cream,Tier 1,
metronidazole external gel,Tier 1,
metronidazole external lotion,Tier 1,
metronidazole (Rosadan External Cream),Tier 1,
metronidazole (Rosadan External Gel),Tier 1,
lindane external shampoo,Tier 1,
malathion external lotion,Tier 1,
permethrin external cream,Tier 1,
spinosad external suspension,Tier 1,
"essentra wipes 9x9"" external",Tier 3,
lidocaine-prilocaine external cream,Tier 1,QL (1 gram per 1 day)
lidocaine-prilocaine external kit,Tier 1,
calcipotriene-betameth diprop external ointment,Tier 1,
GLUCAGEN DIAGNOSTIC INJECTION SOLUTION RECONSTITUTED (glucagon hcl rdna (diagnostic)),Tier 2,
glucagon hcl (diagnostic) injection solution reconstituted,Tier 2,
ACCU-CHEK AVIVA PLUS IN VITRO STRIP (glucose blood),Tier 2,QL (204 strips per 30 days)
ACCU-CHEK COMPACT PLUS IN VITRO STRIP (glucose blood),Tier 2,QL (204 strips per 30 days)
ACCU-CHEK GUIDE IN VITRO STRIP (glucose blood),Tier 2,QL (204 strips per 30 days)
ACCU-CHEK SMARTVIEW IN VITRO STRIP (glucose blood),Tier 2,QL (204 strips per 30 days)
ACCUTREND GLUCOSE IN VITRO STRIP (glucose blood),Tier 2,QL (204 strips per 30 days)
ONETOUCH VERIO IN VITRO STRIP (glucose blood),Tier 2,QL (204 strips per 30 days)
ENFAGROW PREMIUM LIPIL ORAL POWDER (infant foods),Tier 3,
ENFAGROW PREMIUM OLDER TODDLER ORAL POWDER (infant foods),Tier 3,
SIMILAC PURE BLISS ORAL POWDER (infant foods),Tier 3,
KATE FARMS STANDARD 1.0 ORAL LIQUID (nutritional supplements),Tier 3,
NUTRAMINE ORAL PACKET (nutritional supplements),Tier 3,
PKU SPHERE 20 ORAL PACKET (nutritional supplements),Tier 3,
ZENPEP ORAL CAPSULE DELAYED RELEASE PARTICLES (pancrelipase (lip-prot-amyl)),Tier 2,
acetazolamide er oral capsule extended release 12 hour,Tier 1,
acetazolamide oral tablet,Tier 1,
methazolamide oral tablet,Tier 2,
amiloride-hydrochlorothiazide oral tablet,Tier 1,
triamterene-hctz oral capsule,Tier 1,
triamterene-hctz oral tablet,Tier 1,
ethacrynic acid oral tablet,Tier 2,
furosemide oral solution,Tier 1,
furosemide oral tablet,Tier 1,
torsemide oral tablet,Tier 1,
amiloride hcl oral tablet,Tier 2,
DYRENIUM ORAL CAPSULE (triamterene),Tier 3,
spironolactone oral tablet,Tier 1,
triamterene oral capsule,Tier 2,
chlorthalidone oral tablet,Tier 1,
hydrochlorothiazide oral capsule,Tier 1,
hydrochlorothiazide oral tablet,Tier 1,
indapamide oral tablet,Tier 1,
alendronate sodium oral solution,Tier 1,
"alendronate sodium oral tablet 10 mg, 5 mg",Tier 1,QL (1 tablet per 1 day)
"alendronate sodium oral tablet 35 mg, 70 mg",Tier 1,QL (4 tablets per 28 days)
FOSAMAX PLUS D ORAL TABLET 70-2800 MG-UNIT (alendronate- cholecalciferol),Tier 3,ST; QL (4 tablets per 28 days)
FOSAMAX PLUS D ORAL TABLET 70-5600 MG-UNIT (alendronate- cholecalciferol),Tier 3,ST
ibandronate sodium oral tablet,Tier 1,QL (1 tablet per 28 days)
risedronate sodium oral tablet 150 mg,Tier 1,QL (1 tablet per 30 days)
"risedronate sodium oral tablet 30 mg, 5 mg",Tier 1,QL (1 tablet per 1 day)
risedronate sodium oral tablet 35 mg,Tier 1,QL (4 tablets per 28 days)
"cinacalcet hcl oral tablet 30 mg, 60 mg",Tier 4,PA; QL (2 tablets per 1 day)
cinacalcet hcl oral tablet 90 mg,Tier 4,PA; QL (4 tablets per 1 day)
calcitonin (salmon) nasal solution,Tier 2,QL (1 bottle per 30 days)
levocarnitine oral solution,Tier 1,
levocarnitine oral tablet,Tier 2,
levocarnitine sf oral solution,Tier 1,
cabergoline oral tablet,Tier 1,
NUTROPIN AQ NUSPIN 10 SUBCUTANEOUS SOLUTION (somatropin),Tier 4,PA; SP
NUTROPIN AQ NUSPIN 20 SUBCUTANEOUS SOLUTION (somatropin),Tier 4,PA; SP
NUTROPIN AQ NUSPIN 5 SUBCUTANEOUS SOLUTION (somatropin),Tier 4,PA; SP
nitisinone oral capsule,Tier 4,PA; LD
ORFADIN ORAL CAPSULE (nitisinone),Tier 4,PA; LD
CYSTADANE ORAL POWDER (betaine),Tier 3,LD
CARBAGLU ORAL TABLET (carglumic acid),Tier 4,PA; LD
paricalcitol oral capsule,Tier 1,PA
chorionic gonadotropin intramuscular solution reconstituted,Tier 4,PA; SP
KUVAN ORAL TABLET SOLUBLE (sapropterin dihydrochloride),Tier 4,PA; SP; LD
raloxifene hcl oral tablet,Tier 1; $0,
"SANDOSTATIN LAR DEPOT INTRAMUSCULAR KIT 10 MG, 30 MG (octreotide acetate)",Tier 4,PA; SP; QL (1 kit per 28 days)
SANDOSTATIN LAR DEPOT INTRAMUSCULAR KIT 20 MG (octreotide acetate),Tier 4,PA; SP; QL (2 kits per 28 days)
sodium phenylbutyrate oral tablet,Tier 2,PA; QL (40 tablets per 1 day)
desmopressin ace spray refrig nasal solution,Tier 2,
desmopressin acetate oral tablet,Tier 1,
desmopressin acetate spray nasal solution,Tier 2,
estradiol-norethindrone acet (Amabelz Oral Tablet),Tier 1,
estradiol-norethindrone acet oral tablet,Tier 1,
norethindrone-eth estradiol (Fyavolv Oral Tablet),Tier 1,
norethindrone-eth estradiol (Jinteli Oral Tablet),Tier 1,
estradiol-norethindrone acet (Lopreeza Oral Tablet),Tier 1,
estradiol-norethindrone acet (Mimvey Oral Tablet),Tier 1,
norethindrone-eth estradiol oral tablet,Tier 1,
PREMPHASE ORAL TABLET (conj estrog-medroxyprogest ace),Tier 3,
PREMPRO ORAL TABLET (conj estrog-medroxyprogest ace),Tier 3,
estradiol (Dotti Transdermal Patch Twice Weekly),Tier 1,QL (8 patches per 28 days)
estradiol oral tablet,Tier 1,
estradiol transdermal patch twice weekly,Tier 1,QL (8 patches per 28 days)
estradiol transdermal patch weekly,Tier 1,
PREMARIN ORAL TABLET (estrogens conjugated),Tier 3,QL (1 tablet per 1 day)
ciprofloxacin hcl oral tablet,Tier 1,QL (28 tablets per 30 days)
levofloxacin oral tablet,Tier 2,QL (14 tablets per 30 days)
ofloxacin oral tablet,Tier 1,QL (28 tablets per 30 days)
AMITIZA ORAL CAPSULE (lubiprostone),Tier 3,
metoclopramide hcl oral solution,Tier 1,
metoclopramide hcl oral tablet,Tier 1,
metoclopramide hcl oral tablet dispersible 10 mg,Tier 2,
metoclopramide hcl oral tablet dispersible 5 mg,Tier 1,
APRISO ORAL CAPSULE EXTENDED RELEASE 24 HOUR (mesalamine),Tier 3,QL (4 capsules per 1 day)
balsalazide disodium oral capsule,Tier 1,QL (9 capsule per 1 day)
mesalamine er oral capsule extended release 24 hour,Tier 2,QL (4 capsules per 1 day)
mesalamine-cleanser rectal kit,Tier 2,QL (1 kit per 28 days)
sulfasalazine oral tablet,Tier 1,QL (8 tablets per 1 day)
sulfasalazine oral tablet delayed release,Tier 1,QL (8 tablets per 1 day)
enulose oral solution,Tier 1,
generlac oral solution,Tier 1,
lactulose encephalopathy oral solution,Tier 1,
calcium acetate (phos binder) oral tablet,Tier 2,
calcium acetate oral tablet,Tier 2,
sevelamer carbonate oral packet,Tier 1,
sevelamer carbonate oral tablet,Tier 1,
finasteride oral tablet,Tier 1,
alfuzosin hcl er oral tablet extended release 24 hour,Tier 1,
tamsulosin hcl oral capsule,Tier 1,
potassium citrate er oral tablet extended release,Tier 2,
potassium citrate-citric acid oral solution,Tier 1,
potassium citrate-citric acid (Taron-Crystals Oral Packet),Tier 1,
sodium chloride (gu irrigant) (Curity Sterile Saline Irrigation Solution),Tier 1,
sodium chloride irrigation solution,Tier 1,
ELMIRON ORAL CAPSULE (pentosan polysulfate sodium),Tier 3,
phenazopyridine hcl (Phenazo Oral Tablet),Tier 1,
phenazopyridine hcl oral tablet,Tier 1,
vancomycin hcl oral capsule,Tier 2,PA
colchicine-probenecid oral tablet,Tier 1,
allopurinol oral tablet,Tier 1,
colchicine oral capsule,Tier 2,QL (2 capsules per 1 day)
colchicine oral tablet,Tier 2,QL (2.3 tablets per 1 day)
probenecid oral tablet,Tier 1,
BERINERT INTRAVENOUS KIT (c1 esterase inhibitor (human)),Tier 4,PA; SP; LD; QL (24 vials per 30 days)
pentoxifylline er oral tablet extended release,Tier 1,
cilostazol oral tablet,Tier 2,
aspirin-dipyridamole er oral capsule extended release 12 hour,Tier 2,QL (2 capsule per 1 day)
dipyridamole oral tablet,Tier 2,
anagrelide hcl oral capsule,Tier 2,
clopidogrel bisulfate oral tablet 300 mg,Tier 2,
clopidogrel bisulfate oral tablet 75 mg,Tier 2,QL (1 tablet per 1 day)
cyanocobalamin injection solution,Tier 1,
DROXIA ORAL CAPSULE (hydroxyurea),Tier 4,
ARANESP (ALBUMIN FREE) INJECTION SOLUTION (darbepoetin alfa),Tier 4,PA; SP
ARANESP (ALBUMIN FREE) INJECTION SOLUTION PREFILLED SYRINGE (darbepoetin alfa),Tier 4,PA; SP
ARANESP (ALBUMIN FREE) INJECTION SOLUTION (darbepoetin alfa),Tier 4,PA; SP
ARANESP (ALBUMIN FREE) INJECTION SOLUTION PREFILLED SYRINGE (darbepoetin alfa),Tier 4,PA; SP
folic acid oral tablet,Tier 1,
kp folic acid oral tablet,Tier 1,
NEULASTA ONPRO SUBCUTANEOUS PREFILLED SYRINGE KIT (pegfilgrastim),Tier 4,PA; SP; QL (2 injectors/kits per 28 days)
NEULASTA SUBCUTANEOUS SOLUTION PREFILLED SYRINGE (pegfilgrastim),Tier 4,PA; SP; QL (2 syringes per 28 days)
fe c tab plus oral tablet,Tier 1,
ICAR-C PLUS ORAL TABLET (iron-vit c-vit b12-folic acid),Tier 1,
PROMACTA ORAL TABLET (eltrombopag olamine),Tier 4,PA; SP; LD
tranexamic acid oral tablet,Tier 1,
SOFOSBUVIR-VELPATASVIR ORAL TABLET,Tier 4,PA; SP; QL (1 tablet per 1 day)
cvs sleep aid nighttime oral capsule,Tier 1,
eq nighttime sleep aid max st oral capsule,Tier 1,
phenobarbital oral elixir,Tier 1,
phenobarbital oral solution,Tier 1,
phenobarbital oral tablet,Tier 1,
temazepam oral capsule,Tier 1,QL (1 capsule per 1 day)
doxepin hcl oral tablet,Tier 2,QL (1 tablet per 1 day)
zaleplon oral capsule,Tier 1,QL (1 capsule per 1 day)
zolpidem tartrate oral tablet,Tier 1,QL (1 tablet per 1 day)
GAVILYTE-C ORAL SOLUTION RECONSTITUTED (peg 3350-kcl- nabcb-nacl-nasulf),Tier 1; $0,
peg 3350-kcl-nabcb-nacl-nasulf (Gavilyte-G Oral Solution Reconstituted),Tier 1; $0,
bisacodyl-peg-kcl-nabicar-nacl (Gavilyte-H Oral Kit),Tier 1; $0,
peg 3350-kcl-na bicarb-nacl (Gavilyte-N With Flavor Pack Oral Solution Reconstituted),Tier 1; $0,
MOVIPREP ORAL SOLUTION RECONSTITUTED (peg-kcl-nacl- nasulf-na asc-c),Tier 3,
peg 3350-kcl-na bicarb-nacl oral solution reconstituted,Tier 1; $0,
peg-3350/electrolytes oral solution reconstituted,Tier 1; $0,
bisacodyl-peg-kcl-nabicar-nacl (Peg-Prep Oral Kit),Tier 1; $0,
PLENVU ORAL SOLUTION RECONSTITUTED (peg-kcl-nacl-nasulf- na asc-c),Tier 3,
peg 3350-kcl-na bicarb-nacl (Trilyte Oral Solution Reconstituted),Tier 1; $0,
constulose oral solution,Tier 1,
lactulose oral solution,Tier 1,
peg 3350 oral packet,Tier 1; $0,
peg 3350 oral powder,Tier 1; $0,
polyethylene glycol 3350 oral packet,Tier 1; $0,
polyethylene glycol 3350 oral powder,Tier 1; $0,
sb polyethylene glycol 3350 oral powder,Tier 1; $0,
OSMOPREP ORAL TABLET (sod phos mono-sod phos dibasic),Tier 3,
LUPANETA PACK COMBINATION KIT 11.25 & 5 MG (leuprolide & norethindrone),Tier 4,PA; SP; QL (1 kit per 84 days)
LUPANETA PACK COMBINATION KIT 3.75 & 5 MG (leuprolide & norethindrone),Tier 4,PA; SP; QL (1 kit per 28 days)
XIIDRA OPHTHALMIC SOLUTION (lifitegrast),Tier 3,PA; QL (2 vial per 1 day)
azithromycin oral packet,Tier 1,QL (2 packets per 30 days)
azithromycin oral suspension reconstituted 100 mg/5ml,Tier 1,QL (15 ML per 30 days)
azithromycin oral suspension reconstituted 200 mg/5ml,Tier 1,QL (15 mL per 30 days)
azithromycin oral tablet 250 mg,Tier 1,QL (6 tablets per 30 days)
azithromycin oral tablet 500 mg,Tier 1,QL (3 tablets per 30 days)
azithromycin oral tablet 600 mg,Tier 1,QL (8 tablets per 28 days)
clarithromycin er oral tablet extended release 24 hour,Tier 1,
clarithromycin oral suspension reconstituted,Tier 1,
clarithromycin oral tablet,Tier 1,
E.E.S. 400 ORAL TABLET (erythromycin ethylsuccinate),Tier 2,
erythromycin base (Ery-Tab Oral Tablet Delayed Release),Tier 1,
ERYTHROCIN STEARATE ORAL TABLET (erythromycin stearate),Tier 1,
erythromycin base oral capsule delayed release particles,Tier 2,
erythromycin base oral tablet,Tier 2,
erythromycin base oral tablet delayed release,Tier 1,
erythromycin ethylsuccinate oral tablet,Tier 2,
erythromycin oral tablet delayed release,Tier 1,
erythromycin stearate oral tablet,Tier 1,
FEMCAP VAGINAL DEVICE (cervical caps),Tier 3; $0,
CAYA VAGINAL DIAPHRAGM (diaphragm arc-spring),Tier 3; $0,
OMNIFLEX DIAPHRAGM VAGINAL DIAPHRAGM (diaphragms),Tier 3,
WIDE-SEAL DIAPHRAGM 60 VAGINAL DIAPHRAGM (diaphragm wide seal),Tier 3; $0,
WIDE-SEAL DIAPHRAGM 65 VAGINAL DIAPHRAGM (diaphragm wide seal),Tier 3; $0,
WIDE-SEAL DIAPHRAGM 70 VAGINAL DIAPHRAGM (diaphragm wide seal),Tier 3; $0,
WIDE-SEAL DIAPHRAGM 75 VAGINAL DIAPHRAGM (diaphragm wide seal),Tier 3; $0,
WIDE-SEAL DIAPHRAGM 80 VAGINAL DIAPHRAGM (diaphragm wide seal),Tier 3; $0,
WIDE-SEAL DIAPHRAGM 85 VAGINAL DIAPHRAGM (diaphragm wide seal),Tier 3; $0,
WIDE-SEAL DIAPHRAGM 90 VAGINAL DIAPHRAGM (diaphragm wide seal),Tier 3; $0,
WIDE-SEAL DIAPHRAGM 95 VAGINAL DIAPHRAGM (diaphragm wide seal),Tier 3; $0,
ACCU-CHEK AVIVA CONNECT KIT (blood glucose monitoring suppl),Tier 2,
ACCU-CHEK AVIVA DEVICE (blood glucose monitoring suppl),Tier 2,
ACCU-CHEK AVIVA IN VITRO SOLUTION (blood glucose calibration),Tier 2,
ACCU-CHEK AVIVA PLUS KIT (blood glucose monitoring suppl),Tier 2,
ACCU-CHEK COMPACT PLUS CARE KIT (blood glucose monitoring suppl),Tier 2,
ACCU-CHEK COMPACT PLUS CONTROL IN VITRO SOLUTION (blood glucose calibration),Tier 2,
ACCU-CHEK FASTCLIX LANCET KIT (lancets misc.),Tier 2,
ACCU-CHEK GUIDE CONTROL IN VITRO LIQUID (blood glucose calibration),Tier 2,
ACCU-CHEK GUIDE KIT (blood glucose monitoring suppl),Tier 2,
ACCU-CHEK GUIDE ME KIT (blood glucose monitoring suppl),Tier 2,
ACCU-CHEK MULTICLIX LANCET DEV KIT (lancets misc.),Tier 2,
ACCU-CHEK MULTICLIX LANCETS (lancets),Tier 2,
ACCU-CHEK NANO SMARTVIEW KIT (blood glucose monitoring suppl),Tier 2,
ACCU-CHEK SMARTVIEW CONTROL IN VITRO LIQUID (blood glucose calibration),Tier 2,
ACCU-CHEK SOFTCLIX LANCET DEV KIT (lancets misc.),Tier 2,
ACCU-CHEK SOFTCLIX LANCETS (lancets),Tier 2,
ACCUTREND GLUCOSE CONTROL IN VITRO SOLUTION (blood glucose calibration),Tier 2,
acti-lance 28g,Tier 3,
acti-lance lite lancets 28g,Tier 3,
acti-lance special lancets 17g,Tier 3,
E-Z JECT LANCET MICRO-THIN 33G (lancets),Tier 3,
E-Z JECT LANCET SUPER THIN 30G (lancets),Tier 3,
E-Z JECT LANCETS (lancets),Tier 3,
E-Z JECT LANCETS 21G (lancets),Tier 3,
LIFESCAN UNISTIK 2 (lancets),Tier 2,
ONETOUCH DELICA LANCETS 30G (lancets),Tier 2,
ONETOUCH DELICA LANCETS 33G (lancets),Tier 2,
ONETOUCH DELICA LANCING DEV (lancet devices),Tier 2,
ONETOUCH FINEPOINT LANCETS (lancets),Tier 2,
ONETOUCH ULTRA 2 KIT (blood glucose monitoring suppl),Tier 2,
ONETOUCH ULTRA CONTROL IN VITRO SOLUTION (blood glucose calibration),Tier 2,
ONETOUCH ULTRA MINI KIT (blood glucose monitoring suppl),Tier 2,
ONETOUCH ULTRALINK KIT (blood glucose monitoring suppl),Tier 2,
ONETOUCH ULTRASOFT LANCETS (lancets),Tier 2,
ONETOUCH VERIO FLEX SYSTEM KIT (blood glucose monitoring suppl),Tier 2,
ONETOUCH VERIO IN VITRO SOLUTION (blood glucose calibration),Tier 2,
ONETOUCH VERIO IQ SYSTEM KIT (blood glucose monitoring suppl),Tier 2,
ONETOUCH VERIO KIT (blood glucose monitoring suppl),Tier 2,
ONETOUCH VERIO SYNC SYSTEM KIT (blood glucose monitoring suppl),Tier 2,
RA E-ZJECT LANCETS 28G (lancets),Tier 3,
RA E-ZJECT LANCETS THIN 26G (lancets),Tier 3,
RA E-ZJECT LANCETS THIN 28G (lancets),Tier 3,
RA E-ZJECT LANCETS ULTRA THIN (lancets),Tier 3,
AIRIAL COMPACT COMPRESSOR NEB (nebulizers),Tier 3,
AIRIAL COMPACT MINI NEBULIZER (nebulizers),Tier 3,
AIRIAL COMPRESS PED NEBULIZER (nebulizers),Tier 3,
AIRIAL PEDIATRIC NEBULIZER (nebulizers),Tier 3,
AIRIAL VOYAGER NEBULIZER (nebulizers),Tier 3,
COMP AIR ELITE COMPACT NEB (nebulizers),Tier 3,
COMP-AIR ELITE COMPACT NEB (nebulizers),Tier 3,
COMPAIR XLT NEBULIZER (nebulizers),Tier 3,
compressor nebulizer,Tier 3,
EFLOW SCF ELECTRONIC NEBULIZER (nebulizers),Tier 3,
