Prescription Drug Name,Drug Tier,Coverage Requirements and Limits
ULTRA-THIN II LANCETS 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ULTRA-THIN II SAFETY AUTOLANCETS 26G MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNILET COMFORTOUCH LANCET MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNILET EXCELITE II MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNILET EXCELITE MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNILET G.P. LANCET MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNILET G.P. SUPERLITE LANCET MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNILET GP 28 ULTRA THIN MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNILET LANCET MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNILET LANCETS MICRO-THIN33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNILET LANCETS SUPER-THIN30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNILET LANCETS ULTRA-THIN 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNILET SUPERLITE LANCET MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNISTIK 3 GENTLE MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNISTIK PRO SAFETY LANCET 21G MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNISTIK PRO SAFETY LANCET 25G MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNISTIK PRO SAFETY LANCET 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNISTIK SAFETY LANCETS 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNISTIK SAFETY LANCETS 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNISTIK TOUCH SAFETY LANCETS 21G MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNISTIK TOUCH SAFETY LANCETS 23G MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNISTIK TOUCH SAFETY LANCETS 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNISTIK TOUCH SAFETY LANCETS 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNIVERSAL 1 LANCETS THIN26G MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNIVERSAL 1 LANCETS ULTRA THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
UNIVERSAL 1 LANCETS/33G/MICRO- THIN MISC,2,Limit 200 per month;QL(6.67 ea daily)
VALUE PLUS LANCETS STANDARD 21G MISC,2,Limit 200 per month;QL(6.67 ea daily)
VALUE PLUS LANCETS SUPERTHIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
VALUE PLUS LANCETS THIN 26G MISC,2,Limit 200 per month;QL(6.67 ea daily)
VALUMARK LANCET SUPER THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
VALUMARK LANCET ULTRA THIN 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
VIDA MIA UNILET LANCETS SUPER THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
VIDA MIA UNILET LANCETS ULTRA THIN 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
VITALET PRO LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
VITALET PRO PLUS LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
VIVAGUARD LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
W&F LANCETS 26G MISC,2,Limit 200 per month;QL(6.67 ea daily)
W&F LANCETS COLORED 21G MISC,2,Limit 200 per month;QL(6.67 ea daily)
WALGREENS ADVANCED TRAVELLANCETS 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
WALGREENS COMFORT ASSUREDLANCETS MICRO THIN/33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
WALGREENS COMFORT ASSUREDLANCETS SUPER THIN/28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
WALGREENS LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
WALGREENS THIN LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
WALGREENS ULTRA THIN LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
1ST TIER UNIFINE PENTIPS/MINI/31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
1ST TIER UNIFINE PENTIPSPLUS/MINI/31GX 5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
ADVOCATE INSULIN PEN NEEDLES 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"ASSURE ID SAFETY PEN NEEDLES 31G X 3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"AURORA UNIFINE PENTIPS/MINI/31GX3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"BD ECLIPSE NEEDLE 30G X1/2"" MISC",2,
"BD NEEDLE/30G X 1/2"" MISC",2,
BD PEN MINI MISC,3,"Limited to 1 device per year;QL(1 ea per fill retail,1 ea per 365 days retail); RX/OTC"
BD PEN MISC,3,"Limited to 1 device per year;QL(1 ea per fill retail,1 ea per 365 days retail); RX/OTC"
BD PEN NEEDLE/MINI/ULTRA- FINE/31G X 5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"BD SAFETYGLIDE INSULIN SYRINGE/0.5ML/31G X 15/64"" MISC",2,QL(6.67 ea daily)
"BD SAFETYGLIDE INSULIN SYRINGE/1ML/31G X 15/64"" MISC",2,Limit 200 per month;QL(6.67 ea daily)
BD VEO INSULIN SYRINGE ULTRA- FINE/0.5ML/31G X 6MM MISC,2,QL(6.67 ea daily)
BD VEO INSULIN SYRINGE ULTRA- FINE/1ML/31G X 6MM MISC,2,Limit 200 per month;QL(6.67 ea daily)
CAREONE UNIFINE PENTIPS 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
CAREONE UNIFINE PENTIPS PLUS PEN NEEDLES 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
CARETOUCH PEN NEEDLES 31GX 5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
CLEVER CHOICE COMFORT EZPEN NEEDLES 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"CLICKFINE PEN NEEDLES 31G X 3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
COMFORT EZ/31G X 5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"DROPLET INSULIN SYRINGE U-100/1ML/31G X 15/64"" MISC",2,Limit 200 per month;QL(6.67 ea daily)
"DROPLET INSULIN SYRINGE/U- 100/0.5ML/31G X 15/64"" MISC",2,QL(6.67 ea daily)
"DROPLET INSULIN SYRINGE/U-100/1ML/31G X 15/64"" MISC",2,Limit 200 per month;QL(6.67 ea daily)
DROPLET PEN NEEDLES 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
DRUG MART UNIFINE PENTIPS 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"EASY COMFORT PEN NEEDLES31GX3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"EASY TOUCH FLIPLOCK NEEDLES 30GX1/2"" MISC",2,
"EASY TOUCH HYPODERMIC NEEDLES 30GX1/2"" MISC",2,
"EASY TOUCH PEN NEEDLES/31G X 3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"FIFTY50 PEN NEEDLES 31G X3/16"" (5MM) MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
FIFTY50 PEN NEEDLES 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
FREDS PHARMACY UNIFINE PENTIPS PLUS 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
GLOBAL EASE INJECT PEN NEEEDLES 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"GLOBAL EASY GLIDE INSULIN SYRINGE/0.5ML/31G X 15/64"" MISC",2,QL(6.67 ea daily)
"GLOBAL EASY GLIDE INSULIN SYRINGE/1ML/31G X 15/64"" MISC",2,Limit 200 per month;QL(6.67 ea daily)
"GOODSENSE CLICKFINE SAFETY PEN NEEDLE/31G X 3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"GOODSENSE PEN NEEDLE/PENFINE CLASSIC/31G X 3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
H-E-B IN CONTROL PEN NEEDLES 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
H-E-B IN CONTROL UNIFINEPENTIPS PLUS 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"HEALTHWISE SHORT PEN NEEDLES/31G X 3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
HEALTHY ACCENTS UNIFINE PENTIPS PEN NEEDLES 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"HYPODERMIC NEEDLE 30GX1/2"" MISC",2,
INSULIN SYRINGES AND PEN NEEDLES,2,MO
INSUPEN 31G X 5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"KROGER PEN NEEDLES/31G X3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"LEADER UNIFINE PENTIPS PLUS/MINI/31GX3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"LEADER UNIFINE PENTIPS/MINI/31GX3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"LITETOUCH PEN NEEDLES/31G X 3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
LITETOUCH PEN NEEDLES/31G X 5MM/MINI MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
MARATHON MEDICAL PENTIPS31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"MM PEN NEEDLES 31G X 3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
NOVOPEN ECHO DEVI,3,"Limited to 1 device per year;QL(1 ea per fill retail,1 ea per 365 days retail); RX/OTC"
PC UNIFINE PENTIPS 31G X5MM MINI MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"PEN NEEDLES 31G X 3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
PEN NEEDLES 31G X 5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
PENTIPS 31G X 5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
PENTIPS 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"POLY HUB NEEDLE/30G X 1/2"" MISC",2,
PREFERRED PLUS UNIFINE PENTIPS/MINI/31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
PX MINI PEN NEEDLES 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"RA PEN NEEDLES 31G X 5MM3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"RELION INSULIN SYRINGE 0.5ML/31G X 15/64"" MISC",2,QL(6.67 ea daily)
"RELION INSULIN SYRINGE 1ML/31GX15/64"" MISC",2,Limit 200 per month;QL(6.67 ea daily)
"RELION INSULIN SYRINGE/U-100/1ML/31G X 15/64"" MISC",2,Limit 200 per month;QL(6.67 ea daily)
SHOPKO UNIFINE PENTIPS PEN NEEDLES/MINI/31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
SHOPKO UNIFINE PENTIPS PLUS PEN NEEDLES/MINI/REMOVE R/31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"SURE COMFORT PEN NEEDLES31GX3/16"" (5MM) MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"SURE-FINE PEN NEEDLES 31GX3/16"" 5MM MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"TECHLITE INSULIN SYRINGEU- 100/0.5ML/31G X 15/64"" MISC",2,QL(6.67 ea daily)
"TECHLITE INSULIN SYRINGEU-100/1ML/31G X 15/64"" MISC",2,Limit 200 per month;QL(6.67 ea daily)
TECHLITE PEN NEEDLES 31GX 5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
TECHLITE PEN NEEDLES/31GX 5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
TRUE COMFORT PEN NEEDLES31G X 5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
TRUEPLUS 5-BEVEL PEN NEEDLES 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
TRUEPLUS PEN NEEDLES 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
ULTICARE PEN NEEDLES 31GX 5MM/MINI MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"ULTIGUARD SAFEPACK/MINI PEN NEEDLE/31G X 3/16""/SHARPS CONTAI MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
ULTILET INSULIN SYRINGE/U- 100/0.5ML/31GX6MM MISC,2,QL(6.67 ea daily)
ULTILET PEN NEEDLE 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"ULTILET SHORT PEN NEEDLES31GX3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"ULTRA-THIN II MINI PEN NEEEDLES/31GX3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"ULTRACARE PEN NEEDLES/31G X 3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
"UNIFINE PENTIPS 31G X 3/16"" MISC",2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
UNIFINE PENTIPS 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
UNIFINE PENTIPS PLUS 31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
WEGMANS UNIFINE PENTIPS PLUS/MINI/31GX5MM MISC,2,Limit 200 per month without authorization;Q L(6.67 ea daily); RX/OTC
CAFERGOT TABS (Use Ergotamine w/ Caffeine),NF,
ergotamine w/ caffeine tabs,1,
MIGERGOT SUPP,2,
AIMOVIG SOAJ,SP,PA
AJOVY SOSY,SP,PA
EMGALITY SOAJ,SP,PA
EMGALITY SOSY,SP,PA
D.H.E. 45 SOLN (Use Dihydroergotamine Mesylate),SP,PA
dihydroergotamine mesylate soln ij 1 mg/ml,SP,PA
dihydroergotamine mesylate soln na 4 mg/ml,SP,PA; Limit 8 per month;QL(0.27 ml daily)
ERGOMAR SUBL,2,
MIGRANAL SOLN,SP,PA; Limit 8 per month;QL(0.27 ml daily)
almotriptan malate tabs,1,Limit 6 per month;QL(0.2 ea daily)
AMERGE TABS (Use Naratriptan HCl),NF,Limit 9 per month;QL(0.3 ea daily)
AXERT TABS (Use Almotriptan Malate),NF,Limit 6 per month;QL(0.2 ea daily)
eletriptan hydrobromide tabs,1,Limit 6 tabs per month;QL(0.2 ea daily)
FROVA TABS (Use Frovatriptan Succinate),NF,Limit 9 per month;QL(0.3 ea daily)
frovatriptan succinate tabs,1,Limit 9 per month;QL(0.3 ea daily)
IMITREX SOLN NA 20 MG/ACT (Use Sumatriptan),NF,Limit 6 sprayers per month;QL(2 ea daily)
IMITREX SOLN NA 5 MG/ACT (Use Sumatriptan),NF,Limit 6 per month;QL(0.2 ea daily)
IMITREX SOLN SC 6 MG/0.5ML (Use Sumatriptan Succinate),SP,PA; Limit 2mls per month;QL(0.07 ml daily)
IMITREX STATDOSE REFILL SOCT (Use Sumatriptan Succinate),SP,PA
IMITREX STATDOSE SYSTEM SOAJ (Use Sumatriptan Succinate),SP,PA
"IMITREX TABS OR 25 MG, 50 MG, 100 MG (Use Sumatriptan Succinate)",NF,Limit 9 per month;QL(2 ea daily)
MAXALT TABS (Use Rizatriptan Benzoate),NF,Limit 18 tabs per month;QL(0.6 ea daily)
MAXALT-MLT TBDP (Use Rizatriptan Benzoate),NF,Limit 18 tabs per month;QL(0.6 ea daily)
naratriptan hcl tabs,1,Limit 9 per month;QL(0.3 ea daily)
RELPAX TABS (Use Eletriptan Hydrobromide),NF,Limit 6 tabs per month;QL(0.2 ea daily)
rizatriptan benzoate tabs,1,Limit 18 tabs per month;QL(0.6 ea daily)
rizatriptan benzoate tbdp,1,Limit 18 tabs per month;QL(0.6 ea daily)
sumatriptan soln 20 mg/act,1,Limit 6 sprayers per month;QL(2 ea daily)
sumatriptan soln 5 mg/act,1,Limit 6 sprayers per month;QL(0.2 ea daily)
sumatriptan soln 5 mg/act,1,Limit 6 per month;QL(0.2 ea daily)
"sumatriptan succinate soaj sc 4 mg/0.5ml, 6 mg/0.5ml",SP,PA
"sumatriptan succinate soct sc 4 mg/0.5ml, 6 mg/0.5ml",SP,PA
sumatriptan succinate soln sc 6 mg/0.5ml,SP,PA; Limit 2mls per month;QL(0.07 ml daily)
SUMATRIPTAN SUCCINATE SOSY SC 6 MG/0.5ML,SP,PA
"sumatriptan succinate tabs or 25 mg, 50 mg, 100 mg",1,Limit 9 per month;QL(2 ea daily)
"zolmitriptan tabs 5 mg, 2.5 mg",1,Limit 6 per month;QL(0.2 ea daily)
"zolmitriptan tbdp 5 mg, 2.5 mg",1,Limit 6 tabs per month;QL(0.2 ea daily)
"ZOMIG SOLN NA 5 MG, 2.5 MG",3,"QL(6 ea per 30 days retail,18 ea per 90 days mail)"
"ZOMIG TABS OR 5 MG, 2.5 MG (Use Zolmitriptan)",NF,Limit 6 per month;QL(0.2 ea daily)
ZOMIG ZMT TBDP (Use Zolmitriptan),NF,Limit 6 tabs per month;QL(0.2 ea daily)
CALCIFOL WAFR,3,
CALCIUM-FOLIC ACID PLUS D WAFR,3,
potassium chloride in dextrose & sodium chloride soln,SP,PA
POTASSIUM CHLORIDE/DEXTROSE/S ODIUM CHLORIDE SOLN,SP,PA
FLORIVA LIQD,3,
FLUORABON SOLN,2,AL(Up to 6 yrs old ); PV
FLURA-DROPS SOLN,2,AL(Up to 6 yrs old ); PV
sodium fluoride chew,1,AL(Up to 6 yrs old ); PV
sodium fluoride soln,1,AL(Up to 6 yrs old ); PV
sodium fluoride tabs,1,AL(Up to 6 yrs old ); PV
MAGNEBIND 400 TABS,3,
magnesium sulfate soln ij 50 %,SP,PA
MAGNESIUM SULFATE SOLN IJ 50 %,SP,PA
K-PHOS NEUTRAL TABS (Use Pot Phosphate Monobasic w/ Sod Phosphate Dibasic & Monobasic),NF,
K-PHOS TABS,2,
pot phosphate monobasic w/ sod phosphate dibasic & monobasic tabs,1,
EFFER-K TBEF,3,
EFFERVESCENT POTASSIUM/CHLORIDE TBEF,2,
K-TAB TBCR 10 MEQ (Use Potassium Chloride),NF,
K-TAB TBCR 20 MEQ,3,
K-TAB TBCR 8 MEQ,2,
KLOR-CON M15 TBCR,2,
potassium bicarb & chloride tbef,1,
potassium bicarbonate tbef,1,
"potassium chloride cpcr or 8 meq, 10 meq",1,
POTASSIUM CHLORIDE ER TBCR 20 MEQ,3,
POTASSIUM CHLORIDE ER TBCR 8 MEQ,2,
potassium chloride microencapsulated crystals er tbcr,1,
potassium chloride pack or 20 meq,1,
POTASSIUM CHLORIDE SOLN IV 20 MEQ/100ML,SP,PA
potassium chloride soln iv 20 meq/100ml,SP,PA
"potassium chloride soln or 10 %, 20 %",1,
"potassium chloride tbcr or 8 meq, 10 meq",1,
GALZIN CAPS,3,
CUPRIMINE CAPS (Use Penicillamine),SP,PA
D-PENAMINE TABS,2,
DEPEN TITRATABS TABS,2,
penicillamine caps,SP,PA
SYPRINE CAPS (Use Trientine HCl),SP,PA
trientine hcl caps,SP,PA
REVLIMID CAPS,SP,PA; AC
THALOMID CAPS,3,AC
ASTAGRAF XL CP24,3,ST
AZASAN TABS,3,
azathioprine tabs,1,
CELLCEPT CAPS (Use Mycophenolate Mofetil),NF,
CELLCEPT SUSR (Use Mycophenolate Mofetil),NF,
CELLCEPT TABS (Use Mycophenolate Mofetil),NF,
cyclosporine caps,1,
cyclosporine modified (for microemulsion) caps,1,
cyclosporine modified (for microemulsion) soln,1,
IMURAN TABS (Use Azathioprine),NF,
mycophenolate mofetil caps,1,
mycophenolate mofetil susr,1,
mycophenolate mofetil tabs,1,
mycophenolate sodium tbec,1,
MYFORTIC TBEC (Use Mycophenolate Sodium),NF,
NEORAL CAPS (Use Cyclosporine Modified (For Microemulsion)),NF,
NEORAL SOLN (Use Cyclosporine Modified (For Microemulsion)),NF,
"PROGRAF CAPS 0.5 MG, 1 MG, 5 MG (Use Tacrolimus)",NF,
"PROGRAF PACK 0.2 MG, 1 MG",SP,PA
RAPAMUNE SOLN (Use Sirolimus),NF,
RAPAMUNE TABS (Use Sirolimus),NF,
"SANDIMMUNE CAPS 25 MG, 100 MG (Use Cyclosporine)",NF,
SANDIMMUNE SOLN 100 MG/ML,3,
sirolimus soln,1,
sirolimus tabs,1,
tacrolimus caps,1,
THYMOGLOBULIN SOLR,3,PA
ZORTRESS TABS,2,
LOKELMA PACK,3,ST
sodium polystyrene sulfonate powd,1,
sodium polystyrene sulfonate susp,1,
VELTASSA PACK 16.8 GM,3,ST; QL(1 ea daily)
"VELTASSA PACK 8.4 GM, 25.2 GM",3,ST
BENLYSTA SOAJ,SP,PA; MUST USE ACARIA SPECIALTY RX 844-538- 4661;LA
BENLYSTA SOSY,SP,PA; MUST USE ACARIA SPECIALTY RX 844-538- 4661;LA
FIRST-MOUTHWASH BLM SUSP,3,
lidocaine hcl (mouth-throat) soln,1,
LIDOCAINE HCL SOLN MT,3,
clotrimazole lozg,1,
clotrimazole troc,1,
nystatin (mouth-throat) susp,1,
ORAVIG TABS,3,
chlorhexidine gluconate (mouth-throat) soln,1,
PERIDEX SOLN (Use Chlorhexidine Gluconate (Mouth-Throat)),NF,
triamcinolone acetonide (mouth) pste,1,
cevimeline hcl caps,1,QL(3 ea daily)
EVOXAC CAPS (Use Cevimeline HCl),NF,QL(3 ea daily)
MUCOTROL WAFR,3,
pilocarpine hcl (oral) tabs 5 mg,1,QL(6 ea daily)
pilocarpine hcl (oral) tabs 7.5 mg,1,QL(4 ea daily)
SALAGEN TABS 5 MG (Use Pilocarpine HCl (Oral)),NF,QL(6 ea daily)
SALAGEN TABS 7.5 MG (Use Pilocarpine HCl (Oral)),NF,QL(4 ea daily)
MULTIVITAMIN WITH FLUORIDE CHEW,3,
FLORIVA PLUS SOLN,2,AL(Up to 6 yrs old )
MULTIVITAMIN/FLUORID E CHEW,2,AL(Up to 6 yrs old )
pediatric multivitamins w/fl chew,1,AL(Up to 6 yrs old )
pediatric multivitamins w/fl soln,1,AL(Up to 6 yrs old )
pediatric vitamins acd w/ fluoride soln,1,AL(Up to 6 yrs old )
POLY-VI-FLOR SUSP,3,
QUFLORA GUMMIES CHEW,2,AL(Up to 6 yrs old )
QUFLORA PEDIATRIC CHEW,2,AL(Up to 6 yrs old )
QUFLORA PEDIATRIC SOLN,2,AL(Up to 6 yrs old )
TRI-VI-FLOR SUSP,3,
TRI-VI-FLORO SUSP,3,
ped multivitamins w/fl & iron soln,1,AL(Up to 6 yrs old )
pediatric vitamins acd fluoride & iron soln,1,AL(Up to 6 yrs old )
POLY-VI-FLOR/IRON CHEW 200MCG-0.5MG- 10MG-15UNIT-400UNIT,3,AL(Up to 6 yrs old )
POLY-VI-FLOR/IRON SUSP 200MCG/ML- 7MG/ML-0.25MG/ML,3,
QUFLORA FE PEDIATRIC LIQD,2,AL(Up to 6 yrs old )
FLORIVA CHEW,3,
ATABEX EC TBEC,2,
BAL-CARE DHA MISC,2,
BP MULTINATAL PLUS TABS,2,
C-NATE DHA CAPS,3,
CALCIUM PNV CAPS,3,
CITRANATAL 90 DHA MISC,2,
CITRANATAL ASSURE MISC,3,
CITRANATAL B-CALM MISC,3,
CITRANATAL BLOOM DHA MISC,2,
CITRANATAL BLOOM TABS,3,
CITRANATAL DHA MISC,2,
CITRANATAL HARMONY CAPS,3,
CITRANATAL MEDLEY CAPS,3,
CITRANATAL RX TABS,3,
COMPLETENATE CHEW,2,
CONCEPT DHA CAPS,2,
CONCEPT OB CAPS,2,
DOTHELLE DHA CAPS,2,
DUET DHA 400 MISC,3,
DUET DHA BALANCED MISC,3,
FOLCAL DHA CAPS,3,
FOLCAPS OMEGA 3 CAPS,3,
FOLET DHA THPK,3,
FOLET ONE CAPS,3,
FOLIVANE-OB CAPS,2,
HEMENATAL OB + DHA MISC,2,
HEMENATAL OB TABS,3,
INFANATE BALANCE CAPS,3,
M-NATAL PLUS TABS,2,RX/OTC
M-VIT TABS,2,RX/OTC
MARNATAL-F CAPS,2,
MYNATAL ADVANCE TABS,2,
MYNATAL ULTRACAPLET TABS,2,
NATACHEW CHEW,3,
NATELLE ONE CAPS,3,
NEEVO DHA CAPS,3,
NEONATAL COMPLETE TABS,2,RX/OTC
NEONATAL PLUS TABS,2,RX/OTC
NESTABS ABC MISC,3,
NESTABS DHA MISC,2,
NESTABS ONE CAPS,3,
NESTABS TABS,3,
NEXA PLUS CAPS,3,
NIVA-PLUS TABS,2,RX/OTC
O-CAL FA TABS,2,RX/OTC
OB COMPLETE ADVANCED CAPS,3,
OB COMPLETE ONE CAPS,3,
OB COMPLETE PETITE CAPS,3,
OB COMPLETE PREMIER TABS,3,
OB COMPLETE/DHA CAPS,3,
OBSTETRIX ONE CAPS,3,
PNV FOLIC ACID + IRON MULTIVITAMIN TABS,2,RX/OTC
PNV OB+DHA MISC,2,
PNV PRENATAL PLUS MULTIVITAMIN TABS,2,RX/OTC
PNV TABS 29-1 TABS,2,
PNV-DHA+DOCUSATE CAPS,3,
PNV-OMEGA CAPS,3,
PNV-SELECT TABS,3,
PNV-TOTAL CAPS,3,
PR NATAL 400 EC MISC,3,
PR NATAL 430 EC MISC,3,
PR NATAL 430 MISC,3,
PREFERA OB TABS,3,
PREFERAOB +DHA MISC,2,
PRENA 1 TRUE MISC,2,
PRENA1 CHEW CHEW,3,
PRENA1 PEARL CPCR,3,
PRENAISSANCE BALANCE CAPS,3,
PRENAISSANCE CAPS,3,
PRENAISSANCE HARMONY DHA MISC,3,
PRENAISSANCE NEXT TABS,3,
PRENAISSANCE NEXT-B TABS,3,
PRENAISSANCE PLUS CAPS,3,
PRENATA CHEW,2,
PRENATABS RX TABS,2,
PRENATAL + DHA THPK,3,
PRENATAL 19 CHEW 30UNIT-1000UNIT-20MG- 3MG-200MG-29MG-7MG- 15MG-3MG-12MCG- 400UNIT-1MG-20MG- 100MG,2,
PRENATAL 19 TABS 30UNIT-1000UNIT-20MG- 25MG-3MG-200MG-29MG- 7MG-15MG-3MG-12MCG- 400UNIT-1MG-20MG- 100MG,3,
PRENATAL PLUS IRON TABS,2,
PRENATAL PLUS TABS,2,RX/OTC
PRENATAL TABS,2,RX/OTC
prenatal vit w/ docusate-fe fumarate-folic acid tabs,1,
prenatal vit w/ docusate- iron carbonyl-folic acid tabs,1,
