Prescription Drug Name,Drug Tier,Coverage Requirements and Limits
"ADVOCATE PEN NEEDLE NEEDLE 29 GAUGE X 1/2"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 33 GAUGE X 5/32""",Tier 2,
"ASSURE ID PEN NEEDLE NEEDLE 30 GAUGE X 3/16"", 30 GAUGE X 5/16"", 31 GAUGE X 3/16""",Tier 2,
"BD AUTOSHIELD DUO PEN NEEDLE NEEDLE 30 GAUGE X 3/16""",Tier 2,
"BD NANO 2ND GEN PEN NEEDLE NEEDLE 32 GAUGE X 5/32""",Tier 2,
"BD ULTRA-FINE MICRO PEN NEEDLE NEEDLE 32 GAUGE X 1/4""",Tier 2,
"BD ULTRA-FINE MINI PEN NEEDLE NEEDLE 31 GAUGE X 3/16""",Tier 2,
"BD ULTRA-FINE NANO PEN NEEDLE NEEDLE 32 GAUGE X 5/32""",Tier 2,
"BD ULTRA-FINE ORIG PEN NEEDLE NEEDLE 29 GAUGE X 1/2""",Tier 2,
"BD ULTRA-FINE SHORT PEN NEEDLE NEEDLE 31 GAUGE X 5/16""",Tier 2,
"CAREFINE PEN NEEDLE NEEDLE 29 GAUGE X 1/2"", 30 GAUGE X 5/16"", 31 GAUGE X 1/4"", 31 GAUGE X 5/16"", 32 GAUGE X 1/4"", 32 GAUGE X 3/16"", 32 GAUGE X 5/32""",Tier 2,
"CARETOUCH PEN NEEDLE NEEDLE 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 3/16"", 32 GAUGE X 5/32""",Tier 2,
"CLICKFINE PEN NEEDLE NEEDLE 31 GAUGE X 1/4"", 31 GAUGE X 5/16"", 32 GAUGE X 5/32""",Tier 2,
"COMFORT EZ PEN NEEDLES NEEDLE 29 GAUGE X 1/2"", 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 1/4"", 32 GAUGE X 3/16"", 32 GAUGE X 5/16"", 32 GAUGE X 5/32"", 33 GAUGE X 1/4"", 33 GAUGE X 3/16"", 33 GAUGE X 5/16"", 33 GAUGE X 5/32""",Tier 2,
"DROPLET PEN NEEDLE NEEDLE 29 GAUGE X 1/2"", 29 GAUGE X 3/8"", 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 1/4"", 32 GAUGE X 3/16"", 32 GAUGE X 5/16"", 32 GAUGE X 5/32""",Tier 2,
"DROPSAFE PEN NEEDLE NEEDLE 31 GAUGE X 1/4"", 31 GAUGE X 5/16""",Tier 2,
"EASY COMFORT PEN NEEDLES NEEDLE 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 5/32"", 33 GAUGE X 1/4"", 33 GAUGE X 3/16"", 33 GAUGE X 5/32""",Tier 2,
"EASY GLIDE PEN NEEDLE NEEDLE 33 GAUGE X 5/32""",Tier 2,
"EASY TOUCH NEEDLE 29 GAUGE X 1/2"", 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 1/4"", 32 GAUGE X 3/16"", 32 GAUGE X 5/32""",Tier 2,
"EASY TOUCH PEN NEEDLE NEEDLE 30 GAUGE X 5/16""",Tier 2,
"HEALTHWISE PEN NEEDLE NEEDLE 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 5/32""",Tier 2,
"HEALTHY ACCENTS UNIFINE PENTIP NEEDLE 29 GAUGE X 1/2"", 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 5/32""",Tier 2,
"INCONTROL PEN NEEDLE NEEDLE 29 GAUGE X 1/2"", 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 5/32""",Tier 2,
"INSUPEN NEEDLE 29 GAUGE X 1/2"", 30 GAUGE X 5/16"", 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 1/4"", 32 GAUGE X 5/16"", 32 GAUGE X 5/32"", 33 GAUGE X 5/32""",Tier 2,
"LITE TOUCH INSULIN PEN NEEDLES NEEDLE 29 GAUGE X 1/2"", 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16""",Tier 2,
"MAXICOMFORT II PEN NEEDLE NEEDLE 31 GAUGE X 1/4""",Tier 2,
"MAXICOMFORT SAFETY PEN NEEDLE NEEDLE 29 GAUGE X 3/16"", 29 GAUGE X 5/16""",Tier 2,
"MICRODOT INSULIN PEN NEEDLE NEEDLE 31 GAUGE X 1/4"", 32 GAUGE X 5/32"", 33 GAUGE X 5/32""",Tier 2,
"MINI ULTRA-THIN II NEEDLE 31 GAUGE X 3/16""",Tier 2,
"NOVOFINE 32 NEEDLE 32 GAUGE X 1/4""",Tier 2,
"NOVOFINE AUTOCOVER NEEDLE 30 GAUGE X 1/3""",Tier 2,
"NOVOFINE PLUS NEEDLE 32 GAUGE X 1/6""",Tier 2,
"NOVOTWIST NEEDLE 32 GAUGE X 1/5""",Tier 2,
"PEN NEEDLE NEEDLE 29 GAUGE X 1/2"", 30 GAUGE X 5/16"", 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 5/32""",Tier 2,
"pen needle, diabetic needle 29 gauge x 1/2"",(1st Tier Unifine Pentips) 31 gauge x 1/4"", 31 gauge x 3/16"", 31 gauge x 5/16"", 32 gauge x 5/32""",Tier 2,
"pen needle, diabetic needle 31 gauge x 1/3"", 31 gauge x 1/6""",Tier 2,
"pen needle, diabetic needle 32 gauge x 1/4""(BD Ultra-Fine Micro Pen Needle)",Tier 2,
"pen needle, diabetic needle 32 gauge x 3/16""(CareFine Pen Needle)",Tier 2,
"PENTIPS NEEDLE 29 GAUGE X 1/2"", 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 5/32""",Tier 2,
"PREVENT DROPSAFE PEN NEEDLE NEEDLE 31 GAUGE X 1/4"", 31 GAUGE X 5/16""",Tier 2,
"PRO COMFORT PEN NEEDLE NEEDLE 31 GAUGE X 5/16"", 32 GAUGE X 1/4"", 32 GAUGE X 3/16"", 32 GAUGE X 5/32""",Tier 2,
"RELION NEEDLES NEEDLE 31 GAUGE X 1/4""",Tier 2,
"RELION PEN NEEDLES NEEDLE 32 GAUGE X 5/32""",Tier 2,
"SAFETY PEN NEEDLE NEEDLE 31 GAUGE X 3/16""",Tier 2,
"SURE COMFORT PEN NEEDLE NEEDLE 29 GAUGE X 1/2"", 30 GAUGE X 5/16"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 1/4"", 32 GAUGE X 5/32""",Tier 2,
"SURE-FINE PEN NEEDLES NEEDLE 29 GAUGE X 1/2"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16""",Tier 2,
"TECHLITE PEN NEEDLE NEEDLE 29 GAUGE X 1/2"", 29 GAUGE X 3/8"", 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 1/4"", 32 GAUGE X 5/16"", 32 GAUGE X 5/32""",Tier 2,
"TOPCARE CLICKFINE NEEDLE 31 GAUGE X 1/4"", 31 GAUGE X 5/16""",Tier 2,
"TRUE COMFORT PEN NEEDLE NEEDLE 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 32 GAUGE X 5/32""",Tier 2,
"TRUEPLUS PEN NEEDLE NEEDLE 29 GAUGE X 1/2"", 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 5/32""",Tier 2,
"ULTICARE PEN NEEDLE NEEDLE 29 GAUGE X 1/2"", 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 1/4"", 32 GAUGE X 5/32""",Tier 2,
"ULTILET PEN NEEDLE NEEDLE 29 GAUGE, 32 GAUGE X 5/32""",Tier 2,
"ULTRA FLO PEN NEEDLE NEEDLE 31 GAUGE X 3/16""",Tier 2,
"ULTRA THIN PEN NEEDLE NEEDLE 32 GAUGE X 5/32""",Tier 2,
"ULTRACARE PEN NEEDLE NEEDLE 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 1/4"", 32 GAUGE X 3/16"", 32 GAUGE X 5/32"", 33 GAUGE X 5/32""",Tier 2,
"ULTRA-THIN II (SHORT) PEN NDL NEEDLE 31 GAUGE X 5/16""",Tier 2,
"ULTRA-THIN II INS PEN NEEDLES NEEDLE 29 GAUGE X 1/2""",Tier 2,
"UNIFINE PENTIPS NEEDLE 29 GAUGE, 29 GAUGE X 1/2"", 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 1/4"", 32 GAUGE X 5/32"", 33 GAUGE X 5/32""",Tier 2,
"UNIFINE PENTIPS PLUS NEEDLE 29 GAUGE X 1/2"", 31 GAUGE X 1/4"", 31 GAUGE X 3/16"", 31 GAUGE X 5/16"", 32 GAUGE X 5/32"", 33 GAUGE X 5/32""",Tier 2,
"VERIFINE PEN NEEDLE NEEDLE 31 GAUGE X 1/4"", 31 GAUGE X 5/16"", 32 GAUGE X 3/16"", 32 GAUGE X 5/32""",Tier 2,
LYSIPLEX PLUS ORAL TABLET,Tier 1,
polyethylene glycol 8000(bulk) powder 100 %,Tier 2,
"octreotide acetate injection solution 1,000 mcg/ml, 200 mcg/ml",Tier 4,
"octreotide acetate injection solution 100(Sandostatin) mcg/ml, 50 mcg/ml, 500 mcg/ml",Tier 4,
"octreotide acetate injection syringe 100 mcg/ml (1 ml), 50 mcg/ml (1 ml), 500 mcg/ml (1 ml)",Tier 4,
KETONE CARE STRIP,Tier 1,
KETONE URINE TEST STRIP,Tier 1,
KETOSTIX STRIP,Tier 1,
TRUEPLUS KETONE STRIP,Tier 1,
CHEK-STIX CONTROL STRIP,Tier 1,
CHEMSTRIP 10 MD STRIP,Tier 1,
CHEMSTRIP 10/SG STRIP,Tier 1,
CHEMSTRIP 2 GP STRIP,Tier 1,
CHEMSTRIP 50B STRIP,Tier 1,
CHEMSTRIP 7 STRIP,Tier 1,
CHEMSTRIP 9 STRIP,Tier 1,
COMBISTIX REAGENT STRIP,Tier 1,
HEMA-COMBISTIX STRIP,Tier 1,
LABSTIX REAGENT STRIP,Tier 1,
MULTISTIX 10 SG STRIP,Tier 1,
MULTISTIX 5 STRIP,Tier 1,
MULTISTIX 7 STRIP,Tier 1,
MULTISTIX 8 SG STRIP,Tier 1,
MULTISTIX 9 SG STRIP,Tier 1,
MULTISTIX 9 STRIP,Tier 1,
MULTISTIX STRIP,Tier 1,
URISTIX 4 STRIP,Tier 1,
URISTIX REAGENT STRIP,Tier 1,
ESBRIET ORAL CAPSULE 267 MG,Tier 4,PA; QL (9 EA per 1 day)
ESBRIET ORAL TABLET 267 MG,Tier 4,PA; QL (9 EA per 1 day)
ESBRIET ORAL TABLET 801 MG,Tier 4,PA; QL (3 EA per 1 day)
"KALYDECO ORAL GRANULES IN PACKET 50 MG, 75 MG",Tier 4,PA; QL (2 EA per 1 day)
KALYDECO ORAL TABLET 150 MG,Tier 4,PA; QL (2 EA per 1 day)
"ORKAMBI ORAL GRANULES IN PACKET 100-125 MG, 150-188 MG",Tier 4,PA; QL (4 EA per 1 day)
"ORKAMBI ORAL TABLET 100-125 MG, 200- 125 MG",Tier 4,PA; QL (4 EA per 1 day)
"SYMDEKO ORAL TABLETS, SEQUENTIAL 100-150 MG (D)/ 150 MG (N)",Tier 4,PA; QL (2 EA per 1 day)
"acetylcysteine solution 100 mg/ml (10 %), 200 mg/ml (20 %)",Tier 1,
PULMOZYME INHALATION SOLUTION 1 MG/ML,Tier 4,
"OFEV ORAL CAPSULE 100 MG, 150 MG",Tier 4,PA; QL (2 EA per 1 day)
aspirin oral tablet 325 mg(Bayer Aspirin),$0,"AG: IF MALE, 45-79 YEARS|IF FEMALE, 55-79 YEARS"
"aspirin oral tablet,delayed release (dr/ec) 325(Aspir-Trin) mg",$0,"AG: IF MALE, 45-79 YEARS|IF FEMALE, 55-79 YEARS"
aspirin rectal suppository 600 mg,$0,"AG: IF MALE, 45-79 YEARS|IF FEMALE, 55-79 YEARS"
"ASPIR-TRIN ORAL TABLET,DELAYED RELEASE (DR/EC) 325 MG",$0,"AG: IF MALE, 45-79 YEARS|IF FEMALE, 55-79 YEARS"
diflunisal oral tablet 500 mg,Tier 1,
"E.C. PRIN ORAL TABLET,DELAYED RELEASE (DR/EC) 325 MG",$0,"AG: IF MALE, 45-79 YEARS|IF FEMALE, 55-79 YEARS"
"ECOTRIN ORAL TABLET,DELAYED RELEASE (DR/EC) 325 MG",$0,"AG: IF MALE, 45-79 YEARS|IF FEMALE, 55-79 YEARS"
LITE COAT ASPIRIN ORAL TABLET 325 MG,$0,"AG: IF MALE, 45-79 YEARS|IF FEMALE, 55-79 YEARS"
"salsalate oral tablet 500 mg, 750 mg(Disalcid)",Tier 1,
hydrocodone-ibuprofen oral tablet 10-200 mg(Ibudone),Tier 1,
"hydrocodone-ibuprofen oral tablet 5-200 mg, 7.5-200 mg",Tier 1,
ibuprofen-oxycodone oral tablet 400-5 mg,Tier 1,
"belladonna alkaloids-opium rectal suppository 16.2-30 mg, 16.2-60 mg",Tier 2,
"buprenorphine transdermal patch weekly 10(Butrans) mcg/hour, 15 mcg/hour, 20 mcg/hour, 5 mcg/hour, 7.5 mcg/hour",Tier 3,
"butorphanol tartrate nasal spray,non-aerosol 10 mg/ml",Tier 1,QL (2.5 ML per 1 FILL)
carisoprodol-asa-codeine oral tablet 200-325- 16 mg,Tier 1,
"codeine sulfate oral tablet 15 mg, 30 mg, 60 mg",Tier 1,
"fentanyl citrate buccal lozenge on a handle(Actiq) 1,200 mcg, 1,600 mcg, 200 mcg, 400 mcg, 600 mcg, 800 mcg",Tier 1,PA; QL (120 EA per 30 days)
"fentanyl transdermal patch 72 hour 100(Duragesic) mcg/hr, 12 mcg/hr, 25 mcg/hr, 50 mcg/hr, 75 mcg/hr",Tier 1,QL (10 EA per 30 days)
"FENTORA BUCCAL TABLET, EFFERVESCENT 100 MCG, 200 MCG, 400 MCG, 600 MCG, 800 MCG",Tier 2,PA; QL (120 EA per 30 days)
"hydromorphone oral tablet 2 mg, 4 mg, 8 mg(Dilaudid)",Tier 1,
hydromorphone rectal suppository 3 mg,Tier 1,
"HYSINGLA ER ORAL TABLET,ORAL ONLY,EXT.REL.24 HR 100 MG, 120 MG, 20 MG, 30 MG, 40 MG, 60 MG, 80 MG",Tier 3,QL (1 EA per 1 day)
levorphanol tartrate oral tablet 2 mg,Tier 2,
meperidine oral tablet 100 mg(Demerol),Tier 1,
meperidine oral tablet 50 mg,Tier 1,
METHADONE INTENSOL ORAL CONCENTRATE 10 MG/ML,Tier 1,
methadone oral concentrate 10 mg/ml(Methadone Intensol),Tier 1,
"methadone oral solution 10 mg/5 ml, 5 mg/5 ml",Tier 1,
"methadone oral tablet 10 mg, 5 mg(Dolophine)",Tier 1,
"methadone oral tablet,soluble 40 mg(Diskets)",Tier 1,
"METHADOSE ORAL TABLET,SOLUBLE 40 MG",Tier 1,
morphine concentrate oral solution 100 mg/5 ml (20 mg/ml),Tier 1,
"morphine oral capsule,extend.release pellets(Kadian) 10 mg, 100 mg, 20 mg, 30 mg, 50 mg, 60 mg, 80 mg",Tier 1,
"morphine oral solution 10 mg/5 ml, 20 mg/5 ml (4 mg/ml)",Tier 1,
"morphine oral tablet 15 mg, 30 mg",Tier 1,
"morphine oral tablet extended release 100 mg,(MS Contin) 15 mg, 200 mg, 30 mg, 60 mg",Tier 1,
"morphine rectal suppository 10 mg, 20 mg, 30 mg, 5 mg",Tier 1,
"NUCYNTA ER ORAL TABLET EXTENDED RELEASE 12 HR 100 MG, 150 MG, 200 MG, 250 MG, 50 MG",Tier 2,QL (2 EA per 1 day)
oxycodone oral capsule 5 mg,Tier 1,
oxycodone oral concentrate 20 mg/ml,Tier 1,
oxycodone oral solution 5 mg/5 ml,Tier 1,
oxycodone oral syringe 10 mg/0.5 ml,Tier 1,
"oxycodone oral tablet 10 mg, 20 mg",Tier 1,
"oxycodone oral tablet 15 mg, 30 mg, 5 mg(Roxicodone)",Tier 1,
"oxycodone oral tablet,oral only,ext.rel.12 hr 10(OxyContin) mg, 20 mg, 40 mg, 80 mg",Tier 2,QL (4 EA per 1 day)
"OXYCONTIN ORAL TABLET,ORAL ONLY,EXT.REL.12 HR 15 MG, 30 MG, 60 MG",Tier 2,QL (120 EA per 30 days)
pentazocine-naloxone oral tablet 50-0.5 mg,Tier 1,
tramadol oral tablet 50 mg(Ultram),Tier 1,
"tramadol oral tablet extended release 24 hr 100 mg, 200 mg, 300 mg",Tier 1,
"tramadol oral tablet, er multiphase 24 hr 100 mg, 200 mg, 300 mg",Tier 1,
dihydroergotamine injection solution 1 mg/ml(D.H.E.45),Tier 1,
ERGOMAR SUBLINGUAL TABLET 2 MG,Tier 3,
MIGERGOT RECTAL SUPPOSITORY 2-100 MG,Tier 2,
"naratriptan oral tablet 1 mg, 2.5 mg(Amerge)",Tier 1,QL (9 EA per 1 FILL)
rizatriptan oral tablet 10 mg(Maxalt),Tier 1,QL (12 EA per 1 FILL)
rizatriptan oral tablet 5 mg,Tier 1,QL (12 EA per 1 FILL)
"rizatriptan oral tablet,disintegrating 10 mg(Maxalt-MLT)",Tier 1,QL (12 EA per 1 FILL)
"rizatriptan oral tablet,disintegrating 5 mg",Tier 1,QL (12 EA per 1 FILL)
"sumatriptan nasal spray,non-aerosol 20(Imitrex) mg/actuation, 5 mg/actuation",Tier 1,QL (6 EA per 1 FILL)
"sumatriptan succinate oral tablet 100 mg, 25(Imitrex) mg, 50 mg",Tier 1,QL (9 EA per 1 FILL)
"sumatriptan succinate subcutaneous cartridge(Imitrex STATdose Refill) 4 mg/0.5 ml, 6 mg/0.5 ml",Tier 3,QL (2 ML per 1 FILL)
"sumatriptan succinate subcutaneous pen(Imitrex STATdose Pen) injector 4 mg/0.5 ml, 6 mg/0.5 ml",Tier 1,QL (2 ML per 1 FILL)
sumatriptan succinate subcutaneous solution(Imitrex) 6 mg/0.5 ml,Tier 1,QL (2.5 ML per 1 FILL)
"zolmitriptan oral tablet 2.5 mg, 5 mg(Zomig)",Tier 1,QL (9 EA per 1 FILL)
"zolmitriptan oral tablet,disintegrating 2.5 mg, 5(Zomig ZMT) mg",Tier 1,QL (9 EA per 1 FILL)
"acetaminophen-codeine oral solution 120 mg- 12 mg /5 ml (5 ml), 120-12 mg/5 ml, 300 mg- 30 mg /12.5 ml",Tier 1,
acetaminophen-codeine oral tablet 300-15 mg,Tier 1,
acetaminophen-codeine oral tablet 300-30 mg(Tylenol-Codeine #3),Tier 1,
acetaminophen-codeine oral tablet 300-60 mg(Tylenol-Codeine #4),Tier 1,
"ENDOCET ORAL TABLET 10-325 MG, 2.5- 325 MG, 5-325 MG, 7.5-325 MG",Tier 1,
hydrocodone-acetaminophen oral solution 7.5- 325 mg/15 ml,Tier 1,
hydrocodone-acetaminophen oral tablet 10-(Lorcet HD) 325 mg,Tier 1,
hydrocodone-acetaminophen oral tablet 2.5- 325 mg,Tier 1,
hydrocodone-acetaminophen oral tablet 5-325(Lorcet (hydrocodone)) mg,Tier 1,
hydrocodone-acetaminophen oral tablet 7.5-(Lorcet Plus) 325 mg,Tier 1,
LORCET (HYDROCODONE) ORAL TABLET 5-325 MG,Tier 1,
LORCET HD ORAL TABLET 10-325 MG,Tier 1,
LORCET PLUS ORAL TABLET 7.5-325 MG,Tier 1,
"oxycodone-acetaminophen oral tablet 10-325(Endocet) mg, 2.5-325 mg, 5-325 mg, 7.5-325 mg",Tier 1,
tramadol-acetaminophen oral tablet 37.5-325(Ultracet) mg,Tier 1,
oxycodone-aspirin oral tablet 4.8355-325 mg,Tier 1,
buprenorphine-naloxone sublingual film 8-2(Suboxone) mg,Tier 1,
"buprenorphine-naloxone sublingual tablet 2- 0.5 mg, 8-2 mg",Tier 1,
"SUBOXONE SUBLINGUAL FILM 12-3 MG, 2- 0.5 MG, 4-1 MG",Tier 2,BRAND COVERED AT GENERIC COPAY
"benztropine oral tablet 0.5 mg, 1 mg, 2 mg",Tier 1,
trihexyphenidyl oral elixir 0.4 mg/ml,Tier 1,
"trihexyphenidyl oral tablet 2 mg, 5 mg",Tier 1,
amantadine hcl oral capsule 100 mg,Tier 1,
amantadine hcl oral solution 50 mg/5 ml,Tier 1,
bromocriptine oral capsule 5 mg(Parlodel),Tier 1,
bromocriptine oral tablet 2.5 mg(Parlodel),Tier 1,
"carbidopa-levodopa oral tablet 10-100 mg, 25-(Sinemet) 100 mg, 25-250 mg",Tier 1,
"carbidopa-levodopa oral tablet extended(Sinemet CR) release 25-100 mg, 50-200 mg",Tier 1,
"carbidopa-levodopa oral tablet,disintegrating 10-100 mg, 25-100 mg, 25-250 mg",Tier 1,
carbidopa-levodopa-entacapone oral tablet(Stalevo 50) 12.5-50-200 mg,Tier 2,
carbidopa-levodopa-entacapone oral tablet(Stalevo 75) 18.75-75-200 mg,Tier 2,
carbidopa-levodopa-entacapone oral tablet(Stalevo 100) 25-100-200 mg,Tier 2,
carbidopa-levodopa-entacapone oral tablet(Stalevo 125) 31.25-125-200 mg,Tier 2,
carbidopa-levodopa-entacapone oral tablet(Stalevo 150) 37.5-150-200 mg,Tier 2,
carbidopa-levodopa-entacapone oral tablet(Stalevo 200) 50-200-200 mg,Tier 2,
entacapone oral tablet 200 mg(Comtan),Tier 1,
"NEUPRO TRANSDERMAL PATCH 24 HOUR 1 MG/24 HOUR, 2 MG/24 HOUR, 3 MG/24 HOUR, 4 MG/24 HOUR, 6 MG/24 HOUR, 8 MG/24 HOUR",Tier 4,PA
"pramipexole oral tablet 0.125 mg, 0.25 mg, 0.5(Mirapex) mg, 0.75 mg, 1 mg, 1.5 mg",Tier 1,
"pramipexole oral tablet extended release 24 hr(Mirapex ER) 0.375 mg, 0.75 mg, 1.5 mg, 2.25 mg, 3 mg, 3.75 mg, 4.5 mg",Tier 1,
"rasagiline oral tablet 0.5 mg, 1 mg(Azilect)",Tier 2,
"ropinirole oral tablet 0.25 mg, 3 mg, 5 mg(Requip)",Tier 1,
"ropinirole oral tablet 0.5 mg, 1 mg, 2 mg, 4 mg",Tier 1,
"ropinirole oral tablet extended release 24 hr 12(Requip XL) mg, 2 mg, 4 mg, 6 mg, 8 mg",Tier 1,
"RYTARY ORAL CAPSULE, EXTENDED RELEASE 23.75-95 MG, 36.25-145 MG, 48.75-195 MG, 61.25-245 MG",Tier 3,ST: Prior prescription for Carbidopa/levodopa or Rytary in 120 days
selegiline hcl oral capsule 5 mg,Tier 1,
selegiline hcl oral tablet 5 mg,Tier 1,
carbidopa oral tablet 25 mg(Lodosyn),Tier 1,
clobazam oral suspension 2.5 mg/ml(Onfi),Tier 1,
"clobazam oral tablet 10 mg, 20 mg(Onfi)",Tier 1,
"clonazepam oral tablet 0.5 mg, 1 mg, 2 mg(Klonopin)",Tier 1,
"clonazepam oral tablet,disintegrating 0.125 mg, 0.25 mg, 0.5 mg, 1 mg, 2 mg",Tier 1,
"SYMPAZAN ORAL FILM 10 MG, 20 MG, 5 MG",Tier 2,PA
BANZEL ORAL SUSPENSION 40 MG/ML,Tier 2,
"BANZEL ORAL TABLET 200 MG, 400 MG",Tier 2,
"carbamazepine oral capsule, er multiphase 12(Carbatrol) hr 100 mg, 200 mg, 300 mg",Tier 1,
carbamazepine oral suspension 100 mg/5 ml(Tegretol),Tier 1,
carbamazepine oral tablet 200 mg(Epitol),Tier 1,
"carbamazepine oral tablet extended release(Tegretol XR) 12 hr 100 mg, 200 mg, 400 mg",Tier 1,
"carbamazepine oral tablet,chewable 100 mg",Tier 1,
"CARBATROL ORAL CAPSULE, ER MULTIPHASE 12 HR 100 MG, 200 MG, 300 MG",Tier 3,
CELONTIN ORAL CAPSULE 300 MG,Tier 2,
"DIACOMIT ORAL CAPSULE 250 MG, 500 MG",Tier 4,PA
"DIACOMIT ORAL POWDER IN PACKET 250 MG, 500 MG",Tier 4,PA
DILANTIN EXTENDED ORAL CAPSULE 100 MG,Tier 3,
"DILANTIN INFATABS ORAL TABLET,CHEWABLE 50 MG",Tier 3,
DILANTIN ORAL CAPSULE 30 MG,Tier 3,
DILANTIN-125 ORAL SUSPENSION 125 MG/5 ML,Tier 3,
"divalproex oral capsule, delayed rel sprinkle(Depakote Sprinkles) 125 mg",Tier 1,
"divalproex oral tablet extended release 24 hr(Depakote ER) 250 mg, 500 mg",Tier 1,
"divalproex oral tablet,delayed release (dr/ec)(Depakote) 125 mg, 250 mg, 500 mg",Tier 1,
EPITOL ORAL TABLET 200 MG,Tier 1,
ethosuximide oral capsule 250 mg(Zarontin),Tier 1,
ethosuximide oral solution 250 mg/5 ml(Zarontin),Tier 1,
felbamate oral suspension 600 mg/5 ml(Felbatol),Tier 1,
"felbamate oral tablet 400 mg, 600 mg(Felbatol)",Tier 1,
FELBATOL ORAL SUSPENSION 600 MG/5 ML,Tier 3,
"FELBATOL ORAL TABLET 400 MG, 600 MG",Tier 2,
"gabapentin oral capsule 100 mg, 300 mg, 400(Neurontin) mg",Tier 1,
gabapentin oral solution 250 mg/5 ml(Neurontin),Tier 1,
"gabapentin oral solution 250 mg/5 ml (5 ml), 300 mg/6 ml (6 ml)",Tier 1,
"gabapentin oral tablet 600 mg, 800 mg(Neurontin)",Tier 1,
"GABITRIL ORAL TABLET 12 MG, 16 MG, 2 MG, 4 MG",Tier 3,
"LAMICTAL ODT ORAL TABLET,DISINTEGRATING 100 MG, 200 MG, 25 MG, 50 MG",Tier 3,
"LAMICTAL ORAL TABLET 100 MG, 150 MG, 200 MG, 25 MG",Tier 3,
"LAMICTAL ORAL TABLET, CHEWABLE DISPERSIBLE 25 MG, 5 MG",Tier 3,
"LAMICTAL XR ORAL TABLET EXTENDED RELEASE 24HR 100 MG, 200 MG, 25 MG, 250 MG, 300 MG, 50 MG",Tier 3,
"lamotrigine oral tablet 100 mg, 150 mg, 200(Lamictal) mg, 25 mg",Tier 1,
"lamotrigine oral tablet extended release 24hr(Lamictal XR) 100 mg, 200 mg, 25 mg, 250 mg, 300 mg, 50 mg",Tier 1,
"lamotrigine oral tablet, chewable dispersible(Lamictal) 25 mg, 5 mg",Tier 1,
"lamotrigine oral tablet,disintegrating 100 mg,(Lamictal ODT) 200 mg, 25 mg, 50 mg",Tier 1,
levetiracetam oral solution 100 mg/ml(Keppra),Tier 1,
levetiracetam oral solution 500 mg/5 ml (5 ml),Tier 1,
"levetiracetam oral tablet 1,000 mg, 250 mg,(Keppra) 500 mg, 750 mg",Tier 1,
"levetiracetam oral tablet extended release 24(Keppra XR) hr 500 mg, 750 mg",Tier 1,
"LYRICA ORAL CAPSULE 100 MG, 150 MG, 200 MG, 225 MG, 25 MG, 300 MG, 50 MG, 75 MG",Tier 2,BRAND COVERED AT GENERIC COPAY
LYRICA ORAL SOLUTION 20 MG/ML,Tier 2,BRAND COVERED AT GENERIC COPAY
"MYSOLINE ORAL TABLET 250 MG, 50 MG",Tier 3,
oxcarbazepine oral suspension 300 mg/5 ml(Trileptal) (60 mg/ml),Tier 1,
"oxcarbazepine oral tablet 150 mg, 300 mg,(Trileptal) 600 mg",Tier 1,
PEGANONE ORAL TABLET 250 MG,Tier 2,
"PHENYTEK ORAL CAPSULE 200 MG, 300 MG",Tier 3,
phenytoin oral suspension 100 mg/4 ml,Tier 1,
phenytoin oral suspension 125 mg/5 ml(Dilantin-125),Tier 1,
